agecat,_id,first_dose_pcttakeup,vacc_date,full_regimen_pcttakeup,ageGroup,,,
50-59,3582,97,25-Jan-22,96,50-59,,,
50-59,3583,97,26-Jan-22,96,50-59,,,
50-59,3584,97,27-Jan-22,96,50-59,,,
50-59,3585,97,28-Jan-22,96,50-59,,,
50-59,3586,97,29-Jan-22,96,50-59,,,
50-59,3587,97,30-Jan-22,96,50-59,,,
50-59,3588,97,31-Jan-22,96,50-59,,,
50-59,3589,97,1-Feb-22,96,50-59,,,
50-59,3590,97,2-Feb-22,96,50-59,,,
50-59,3591,97,3-Feb-22,96,50-59,,,
50-59,3592,97,4-Feb-22,96,50-59,,,
50-59,3593,97,5-Feb-22,96,50-59,,,
50-59,3594,97,6-Feb-22,96,50-59,,,
50-59,3595,97,7-Feb-22,96,50-59,,,
50-59,3596,97,8-Feb-22,96,50-59,,,
50-59,3597,97,9-Feb-22,96,50-59,,,
50-59,3598,97,10-Feb-22,96,50-59,,,
50-59,3599,97,11-Feb-22,96,50-59,,,
50-59,3600,97,12-Feb-22,96,50-59,,,
50-59,3601,97,13-Feb-22,96,50-59,,,
50-59,3602,97,14-Feb-22,96,50-59,,,
50-59,3603,97,15-Feb-22,96,50-59,,,
50-59,3604,97,16-Feb-22,96,50-59,,,
50-59,3605,97,17-Feb-22,96,50-59,,,
50-59,3606,97,18-Feb-22,96,50-59,,,
50-59,3607,97,19-Feb-22,96,50-59,,,
50-59,3608,97,20-Feb-22,96,50-59,,,
50-59,3609,97,21-Feb-22,96,50-59,,,
50-59,3610,97,22-Feb-22,96,50-59,,,
50-59,3611,97,23-Feb-22,96,50-59,,,
50-59,3612,97,24-Feb-22,96,50-59,,,
50-59,3613,97,25-Feb-22,96,50-59,,,
50-59,3614,97,26-Feb-22,96,50-59,,,
50-59,3615,97,27-Feb-22,96,50-59,,,
50-59,3616,97,28-Feb-22,96,50-59,,,
50-59,3617,97,1-Mar-22,96,50-59,,,
50-59,3618,97,2-Mar-22,96,50-59,,,
50-59,3619,97,3-Mar-22,96,50-59,,,
50-59,3620,97,4-Mar-22,96,50-59,,,
50-59,3621,97,5-Mar-22,96,50-59,,,
50-59,3622,97,6-Mar-22,96,50-59,,,
50-59,3623,97,7-Mar-22,96,50-59,,,
50-59,3624,97,8-Mar-22,96,50-59,,,
50-59,3625,97,9-Mar-22,96,50-59,,,
50-59,3626,97,10-Mar-22,96,50-59,,,
50-59,3627,97,11-Mar-22,96,50-59,,,
50-59,3628,97,12-Mar-22,96,50-59,,,
50-59,3629,97,13-Mar-22,96,50-59,,,
50-59,3630,97,14-Mar-22,96,50-59,,,
50-59,3631,97,15-Mar-22,96,50-59,,,
50-59,3632,97,16-Mar-22,96,50-59,,,
50-59,3633,97,17-Mar-22,96,50-59,,,
50-59,3634,97,18-Mar-22,96,50-59,,,
50-59,3635,97,19-Mar-22,96,50-59,,,
50-59,3636,97,20-Mar-22,96,50-59,,,
50-59,3637,97,21-Mar-22,96,50-59,,,
50-59,3638,97,22-Mar-22,96,50-59,,,
50-59,3639,97,23-Mar-22,96,50-59,,,
50-59,3640,97,24-Mar-22,96,50-59,,,
50-59,3641,97,25-Mar-22,96,50-59,,,
50-59,3642,97,26-Mar-22,96,50-59,,,
50-59,3643,97,27-Mar-22,96,50-59,,,
50-59,3644,97,28-Mar-22,96,50-59,,,
50-59,3645,97,29-Mar-22,96,50-59,,,
50-59,3646,97,30-Mar-22,96,50-59,,,
50-59,3647,97,31-Mar-22,96,50-59,,,
50-59,3648,97,1-Apr-22,96,50-59,,,
50-59,3649,97,2-Apr-22,96,50-59,,,
50-59,3650,97,3-Apr-22,96,50-59,,,
50-59,3651,97,4-Apr-22,96,50-59,,,
50-59,3652,97,5-Apr-22,96,50-59,,,
50-59,3653,97,6-Apr-22,96,50-59,,,
50-59,3654,97,7-Apr-22,96,50-59,,,
50-59,3655,97,8-Apr-22,96,50-59,,,
50-59,3656,97,9-Apr-22,96,50-59,,,
50-59,3657,97,10-Apr-22,96,50-59,,,
50-59,3658,97,11-Apr-22,96,50-59,,,
50-59,3659,97,12-Apr-22,96,50-59,,,
50-59,3660,97,13-Apr-22,96,50-59,,,
50-59,3661,97,14-Apr-22,96,50-59,,,
50-59,3662,97,15-Apr-22,96,50-59,,,
50-59,3663,97,16-Apr-22,96,50-59,,,
50-59,3664,97,17-Apr-22,96,50-59,,,
50-59,3665,97,18-Apr-22,96,50-59,,,
50-59,3666,97,19-Apr-22,96,50-59,,,
50-59,3667,97,20-Apr-22,96,50-59,,,
50-59,3668,97,21-Apr-22,96,50-59,,,
50-59,3669,97,22-Apr-22,96,50-59,,,
50-59,3670,97,23-Apr-22,96,50-59,,,
50-59,3671,97,24-Apr-22,96,50-59,,,
50-59,3672,97,25-Apr-22,96,50-59,,,
50-59,3673,97,26-Apr-22,96,50-59,,,
50-59,3674,97,27-Apr-22,96,50-59,,,
50-59,3675,97,28-Apr-22,96,50-59,,,
50-59,3676,97,29-Apr-22,96,50-59,,,
50-59,3677,97,30-Apr-22,96,50-59,,,
50-59,3678,97,1-May-22,96,50-59,,,
50-59,3679,97,2-May-22,96,50-59,,,
50-59,3680,97,3-May-22,96,50-59,,,
50-59,3681,97,4-May-22,96,50-59,,,
50-59,3682,97,5-May-22,96,50-59,,,
50-59,3683,97,6-May-22,96,50-59,,,
50-59,3684,97,7-May-22,96,50-59,,,
50-59,3685,97,8-May-22,96,50-59,,,
50-59,3686,97,9-May-22,96,50-59,,,
50-59,3687,97,10-May-22,96,50-59,,,
50-59,3688,97,11-May-22,96,50-59,,,
50-59,3689,97,12-May-22,96,50-59,,,
50-59,3690,97,13-May-22,96,50-59,,,
50-59,3691,97,14-May-22,96,50-59,,,
50-59,3692,97,15-May-22,96,50-59,,,
50-59,3693,97,16-May-22,96,50-59,,,
50-59,3694,97,17-May-22,96,50-59,,,
50-59,3695,97,18-May-22,96,50-59,,,
50-59,3696,97,19-May-22,96,50-59,,,
50-59,3697,97,20-May-22,96,50-59,,,
50-59,3698,97,21-May-22,96,50-59,,,
50-59,3699,97,22-May-22,96,50-59,,,
50-59,3700,97,23-May-22,96,50-59,,,
50-59,3701,97,24-May-22,96,50-59,,,
50-59,3702,97,25-May-22,96,50-59,,,
50-59,3703,97,26-May-22,96,50-59,,,
50-59,3704,97,27-May-22,96,50-59,,,
Dec-19,1188,97,2-Jul-22,96,Dec-19,,,
Dec-19,1189,97,3-Jul-22,96,Dec-19,,,
Dec-19,1190,97,4-Jul-22,96,Dec-19,,,
Dec-19,1191,97,5-Jul-22,96,Dec-19,,,
Dec-19,1192,97,6-Jul-22,96,Dec-19,,,
Dec-19,1193,97,7-Jul-22,96,Dec-19,,,
Dec-19,1194,97,8-Jul-22,96,Dec-19,,,
Dec-19,1195,97,9-Jul-22,96,Dec-19,,,
Dec-19,1196,97,10-Jul-22,96,Dec-19,,,
Dec-19,1197,97,11-Jul-22,96,Dec-19,,,
Dec-19,1198,97,12-Jul-22,96,Dec-19,,,
Dec-19,1199,97,13-Jul-22,96,Dec-19,,,
Dec-19,1200,97,14-Jul-22,96,Dec-19,,,
Dec-19,1201,97,15-Jul-22,96,Dec-19,,,
Dec-19,1202,97,16-Jul-22,96,Dec-19,,,
Dec-19,1203,97,17-Jul-22,96,Dec-19,,,
Dec-19,1204,97,18-Jul-22,96,Dec-19,,,
Dec-19,1205,97,19-Jul-22,96,Dec-19,,,
Dec-19,1206,97,20-Jul-22,96,Dec-19,,,
Dec-19,1207,97,21-Jul-22,96,Dec-19,,,
Dec-19,1208,97,22-Jul-22,96,Dec-19,,,
Dec-19,1209,97,23-Jul-22,96,Dec-19,,,
Dec-19,1210,97,24-Jul-22,96,Dec-19,,,
Dec-19,1211,97,25-Jul-22,96,Dec-19,,,
Dec-19,1212,97,26-Jul-22,96,Dec-19,,,
Dec-19,1213,97,27-Jul-22,96,Dec-19,,,
Dec-19,1214,97,28-Jul-22,96,Dec-19,,,
Dec-19,1215,97,29-Jul-22,96,Dec-19,,,
Dec-19,1216,97,30-Jul-22,96,Dec-19,,,
Dec-19,1217,97,31-Jul-22,96,Dec-19,,,
Dec-19,1218,97,1-Aug-22,96,Dec-19,,,
Dec-19,1219,97,2-Aug-22,96,Dec-19,,,
Dec-19,1220,97,3-Aug-22,96,Dec-19,,,
Dec-19,1221,97,4-Aug-22,96,Dec-19,,,
Dec-19,1222,97,5-Aug-22,96,Dec-19,,,
Dec-19,1223,97,6-Aug-22,96,Dec-19,,,
Dec-19,1224,97,7-Aug-22,96,Dec-19,,,
Dec-19,1225,97,8-Aug-22,96,Dec-19,,,
Dec-19,1226,97,9-Aug-22,96,Dec-19,,,
Dec-19,1227,97,10-Aug-22,96,Dec-19,,,
Dec-19,1228,97,11-Aug-22,96,Dec-19,,,
Dec-19,1229,97,12-Aug-22,96,Dec-19,,,
Dec-19,1230,97,13-Aug-22,96,Dec-19,,,
Dec-19,1231,97,14-Aug-22,96,Dec-19,,,
Dec-19,1232,97,15-Aug-22,96,Dec-19,,,
Dec-19,1233,97,16-Aug-22,96,Dec-19,,,
Dec-19,1234,97,17-Aug-22,96,Dec-19,,,
Dec-19,1235,97,18-Aug-22,96,Dec-19,,,
Dec-19,1236,97,19-Aug-22,96,Dec-19,,,
Dec-19,1237,97,20-Aug-22,96,Dec-19,,,
Dec-19,1238,97,21-Aug-22,96,Dec-19,,,
Dec-19,1239,97,22-Aug-22,96,Dec-19,,,
Dec-19,1240,97,23-Aug-22,96,Dec-19,,,
Dec-19,1241,97,24-Aug-22,96,Dec-19,,,
Dec-19,1242,97,25-Aug-22,96,Dec-19,,,
Dec-19,1243,97,26-Aug-22,96,Dec-19,,,
Dec-19,1244,97,27-Aug-22,96,Dec-19,,,
Dec-19,1245,97,28-Aug-22,96,Dec-19,,,
Dec-19,1246,97,29-Aug-22,96,Dec-19,,,
Dec-19,1247,97,30-Aug-22,96,Dec-19,,,
Dec-19,1248,97,31-Aug-22,96,Dec-19,,,
Dec-19,1249,97,1-Sep-22,96,Dec-19,,,
Dec-19,1250,97,2-Sep-22,96,Dec-19,,,
Dec-19,1251,97,3-Sep-22,96,Dec-19,,,
Dec-19,1252,97,4-Sep-22,96,Dec-19,,,
Dec-19,1253,97,5-Sep-22,96,Dec-19,,,
Dec-19,1254,97,6-Sep-22,96,Dec-19,,,
Dec-19,1255,97,7-Sep-22,96,Dec-19,,,
Dec-19,1256,97,8-Sep-22,96,Dec-19,,,
Dec-19,1257,97,9-Sep-22,96,Dec-19,,,
Dec-19,1258,97,10-Sep-22,96,Dec-19,,,
Dec-19,1259,97,11-Sep-22,96,Dec-19,,,
Dec-19,1260,97,12-Sep-22,96,Dec-19,,,
Dec-19,1261,97,13-Sep-22,96,Dec-19,,,
Dec-19,1262,97,14-Sep-22,96,Dec-19,,,
Dec-19,1263,97,15-Sep-22,96,Dec-19,,,
Dec-19,1264,97,16-Sep-22,96,Dec-19,,,
Dec-19,1265,97,17-Sep-22,96,Dec-19,,,
Dec-19,1266,97,18-Sep-22,96,Dec-19,,,
Dec-19,1267,97,19-Sep-22,96,Dec-19,,,
Dec-19,1268,97,20-Sep-22,96,Dec-19,,,
Dec-19,1269,97,21-Sep-22,96,Dec-19,,,
Dec-19,1270,97,22-Sep-22,96,Dec-19,,,
Dec-19,1271,97,23-Sep-22,96,Dec-19,,,
Dec-19,1272,97,24-Sep-22,96,Dec-19,,,
Dec-19,1273,97,25-Sep-22,96,Dec-19,,,
Dec-19,1274,97,26-Sep-22,96,Dec-19,,,
Dec-19,1275,97,27-Sep-22,96,Dec-19,,,
Dec-19,1276,97,28-Sep-22,96,Dec-19,,,
20-29,1773,97,10-May-22,96,20-29,,,
20-29,1774,97,11-May-22,96,20-29,,,
20-29,1775,97,12-May-22,96,20-29,,,
20-29,1776,97,13-May-22,96,20-29,,,
20-29,1777,97,14-May-22,96,20-29,,,
20-29,1778,97,15-May-22,96,20-29,,,
20-29,1779,97,16-May-22,96,20-29,,,
20-29,1780,97,17-May-22,96,20-29,,,
20-29,1781,97,18-May-22,96,20-29,,,
20-29,1782,97,19-May-22,96,20-29,,,
20-29,1783,97,20-May-22,96,20-29,,,
20-29,1784,97,21-May-22,96,20-29,,,
20-29,1785,97,22-May-22,96,20-29,,,
20-29,1786,97,23-May-22,96,20-29,,,
20-29,1787,97,24-May-22,96,20-29,,,
20-29,1788,97,25-May-22,96,20-29,,,
20-29,1789,97,26-May-22,96,20-29,,,
20-29,1790,97,27-May-22,96,20-29,,,
20-29,1791,97,28-May-22,96,20-29,,,
20-29,1792,97,29-May-22,96,20-29,,,
20-29,1793,97,30-May-22,96,20-29,,,
20-29,1794,97,31-May-22,96,20-29,,,
20-29,1795,97,1-Jun-22,96,20-29,,,
20-29,1796,97,2-Jun-22,96,20-29,,,
20-29,1797,97,3-Jun-22,96,20-29,,,
20-29,1798,97,4-Jun-22,96,20-29,,,
20-29,1799,97,5-Jun-22,96,20-29,,,
20-29,1800,97,6-Jun-22,96,20-29,,,
20-29,1801,97,7-Jun-22,96,20-29,,,
20-29,1802,97,8-Jun-22,96,20-29,,,
20-29,1803,97,9-Jun-22,96,20-29,,,
20-29,1804,97,10-Jun-22,96,20-29,,,
20-29,1805,97,11-Jun-22,96,20-29,,,
20-29,1806,97,12-Jun-22,96,20-29,,,
20-29,1807,97,13-Jun-22,96,20-29,,,
20-29,1808,97,14-Jun-22,96,20-29,,,
20-29,1809,97,15-Jun-22,96,20-29,,,
20-29,1810,97,16-Jun-22,96,20-29,,,
20-29,1811,97,17-Jun-22,96,20-29,,,
20-29,1812,97,18-Jun-22,96,20-29,,,
20-29,1813,97,19-Jun-22,96,20-29,,,
20-29,1814,97,20-Jun-22,96,20-29,,,
20-29,1815,97,21-Jun-22,96,20-29,,,
20-29,1816,97,22-Jun-22,96,20-29,,,
20-29,1817,97,23-Jun-22,96,20-29,,,
20-29,1818,97,24-Jun-22,96,20-29,,,
20-29,1819,97,25-Jun-22,96,20-29,,,
20-29,1820,97,26-Jun-22,96,20-29,,,
20-29,1821,97,27-Jun-22,96,20-29,,,
20-29,1822,97,28-Jun-22,96,20-29,,,
20-29,1823,97,29-Jun-22,96,20-29,,,
20-29,1824,97,30-Jun-22,96,20-29,,,
20-29,1825,97,1-Jul-22,96,20-29,,,
20-29,1826,97,2-Jul-22,96,20-29,,,
20-29,1827,97,3-Jul-22,96,20-29,,,
20-29,1828,97,4-Jul-22,96,20-29,,,
20-29,1829,97,5-Jul-22,96,20-29,,,
20-29,1830,97,6-Jul-22,96,20-29,,,
20-29,1831,97,7-Jul-22,96,20-29,,,
20-29,1832,97,8-Jul-22,96,20-29,,,
20-29,1833,97,9-Jul-22,96,20-29,,,
20-29,1834,97,10-Jul-22,96,20-29,,,
20-29,1835,97,11-Jul-22,96,20-29,,,
20-29,1836,97,12-Jul-22,96,20-29,,,
20-29,1837,97,13-Jul-22,96,20-29,,,
20-29,1838,97,14-Jul-22,96,20-29,,,
20-29,1839,97,15-Jul-22,96,20-29,,,
20-29,1840,97,16-Jul-22,96,20-29,,,
20-29,1841,97,17-Jul-22,96,20-29,,,
20-29,1842,97,18-Jul-22,96,20-29,,,
20-29,1843,97,19-Jul-22,96,20-29,,,
20-29,1844,97,20-Jul-22,96,20-29,,,
20-29,1845,97,21-Jul-22,96,20-29,,,
20-29,1846,97,22-Jul-22,96,20-29,,,
20-29,1847,97,23-Jul-22,96,20-29,,,
20-29,1848,97,24-Jul-22,97,20-29,,,
20-29,1849,97,25-Jul-22,97,20-29,,,
20-29,1850,97,26-Jul-22,97,20-29,,,
20-29,1851,97,27-Jul-22,97,20-29,,,
20-29,1852,97,28-Jul-22,97,20-29,,,
20-29,1853,97,29-Jul-22,97,20-29,,,
20-29,1854,97,30-Jul-22,97,20-29,,,
20-29,1855,97,31-Jul-22,97,20-29,,,
20-29,1856,97,1-Aug-22,97,20-29,,,
20-29,1857,97,2-Aug-22,97,20-29,,,
20-29,1858,97,3-Aug-22,97,20-29,,,
20-29,1859,97,4-Aug-22,97,20-29,,,
20-29,1860,97,5-Aug-22,97,20-29,,,
20-29,1861,97,6-Aug-22,97,20-29,,,
20-29,1862,97,7-Aug-22,97,20-29,,,
20-29,1863,97,8-Aug-22,97,20-29,,,
20-29,1864,97,9-Aug-22,97,20-29,,,
20-29,1865,97,10-Aug-22,97,20-29,,,
20-29,1866,97,11-Aug-22,97,20-29,,,
20-29,1867,97,12-Aug-22,97,20-29,,,
20-29,1868,97,13-Aug-22,97,20-29,,,
20-29,1869,97,14-Aug-22,97,20-29,,,
20-29,1870,97,15-Aug-22,97,20-29,,,
20-29,1871,97,16-Aug-22,97,20-29,,,
20-29,1872,97,17-Aug-22,97,20-29,,,
20-29,1873,97,18-Aug-22,97,20-29,,,
20-29,1874,97,19-Aug-22,97,20-29,,,
20-29,1875,97,20-Aug-22,97,20-29,,,
20-29,1876,97,21-Aug-22,97,20-29,,,
20-29,1877,97,22-Aug-22,97,20-29,,,
20-29,1878,97,23-Aug-22,97,20-29,,,
20-29,1879,97,24-Aug-22,97,20-29,,,
20-29,1880,97,25-Aug-22,97,20-29,,,
20-29,1881,97,26-Aug-22,97,20-29,,,
20-29,1882,97,27-Aug-22,97,20-29,,,
20-29,1883,97,28-Aug-22,97,20-29,,,
20-29,1884,97,29-Aug-22,97,20-29,,,
20-29,1885,97,30-Aug-22,97,20-29,,,
20-29,1886,97,31-Aug-22,97,20-29,,,
20-29,1887,97,1-Sep-22,97,20-29,,,
20-29,1888,97,2-Sep-22,97,20-29,,,
20-29,1889,97,3-Sep-22,97,20-29,,,
20-29,1890,97,4-Sep-22,97,20-29,,,
20-29,1891,97,5-Sep-22,97,20-29,,,
20-29,1892,97,6-Sep-22,97,20-29,,,
20-29,1893,97,7-Sep-22,97,20-29,,,
20-29,1894,97,8-Sep-22,97,20-29,,,
20-29,1895,97,9-Sep-22,97,20-29,,,
20-29,1896,97,10-Sep-22,97,20-29,,,
20-29,1897,97,11-Sep-22,97,20-29,,,
20-29,1898,97,12-Sep-22,97,20-29,,,
20-29,1899,97,13-Sep-22,97,20-29,,,
20-29,1900,97,14-Sep-22,97,20-29,,,
20-29,1901,97,15-Sep-22,97,20-29,,,
20-29,1902,97,16-Sep-22,97,20-29,,,
20-29,1903,97,17-Sep-22,97,20-29,,,
20-29,1904,97,18-Sep-22,97,20-29,,,
20-29,1905,97,19-Sep-22,97,20-29,,,
20-29,1906,97,20-Sep-22,97,20-29,,,
20-29,1907,97,21-Sep-22,97,20-29,,,
20-29,1908,97,22-Sep-22,97,20-29,,,
20-29,1909,97,23-Sep-22,97,20-29,,,
20-29,1910,97,24-Sep-22,97,20-29,,,
20-29,1911,97,25-Sep-22,97,20-29,,,
20-29,1912,97,26-Sep-22,97,20-29,,,
20-29,1913,97,27-Sep-22,97,20-29,,,
20-29,1914,97,28-Sep-22,97,20-29,,,
50-59,3705,97,28-May-22,97,50-59,,,
50-59,3706,97,29-May-22,97,50-59,,,
50-59,3707,97,30-May-22,97,50-59,,,
50-59,3708,97,31-May-22,97,50-59,,,
50-59,3709,97,1-Jun-22,97,50-59,,,
50-59,3710,97,2-Jun-22,97,50-59,,,
50-59,3711,97,3-Jun-22,97,50-59,,,
50-59,3712,97,4-Jun-22,97,50-59,,,
50-59,3713,97,5-Jun-22,97,50-59,,,
50-59,3714,97,6-Jun-22,97,50-59,,,
50-59,3715,97,7-Jun-22,97,50-59,,,
50-59,3716,97,8-Jun-22,97,50-59,,,
50-59,3717,97,9-Jun-22,97,50-59,,,
50-59,3718,97,10-Jun-22,97,50-59,,,
50-59,3719,97,11-Jun-22,97,50-59,,,
50-59,3720,97,12-Jun-22,97,50-59,,,
50-59,3721,97,13-Jun-22,97,50-59,,,
50-59,3722,97,14-Jun-22,97,50-59,,,
50-59,3723,97,15-Jun-22,97,50-59,,,
50-59,3724,97,16-Jun-22,97,50-59,,,
50-59,3725,97,17-Jun-22,97,50-59,,,
50-59,3726,97,18-Jun-22,97,50-59,,,
50-59,3727,97,19-Jun-22,97,50-59,,,
50-59,3728,97,20-Jun-22,97,50-59,,,
50-59,3729,97,21-Jun-22,97,50-59,,,
50-59,3730,97,22-Jun-22,97,50-59,,,
50-59,3731,97,23-Jun-22,97,50-59,,,
50-59,3732,97,24-Jun-22,97,50-59,,,
50-59,3733,97,25-Jun-22,97,50-59,,,
50-59,3734,97,26-Jun-22,97,50-59,,,
50-59,3735,97,27-Jun-22,97,50-59,,,
50-59,3736,97,28-Jun-22,97,50-59,,,
50-59,3737,97,29-Jun-22,97,50-59,,,
50-59,3738,97,30-Jun-22,97,50-59,,,
50-59,3739,97,1-Jul-22,97,50-59,,,
50-59,3740,97,2-Jul-22,97,50-59,,,
50-59,3741,97,3-Jul-22,97,50-59,,,
50-59,3742,97,4-Jul-22,97,50-59,,,
50-59,3743,97,5-Jul-22,97,50-59,,,
50-59,3744,97,6-Jul-22,97,50-59,,,
50-59,3745,97,7-Jul-22,97,50-59,,,
50-59,3746,97,8-Jul-22,97,50-59,,,
50-59,3747,97,9-Jul-22,97,50-59,,,
50-59,3748,97,10-Jul-22,97,50-59,,,
50-59,3749,97,11-Jul-22,97,50-59,,,
50-59,3750,97,12-Jul-22,97,50-59,,,
50-59,3751,97,13-Jul-22,97,50-59,,,
50-59,3752,97,14-Jul-22,97,50-59,,,
50-59,3753,97,15-Jul-22,97,50-59,,,
50-59,3754,97,16-Jul-22,97,50-59,,,
50-59,3755,97,17-Jul-22,97,50-59,,,
50-59,3756,97,18-Jul-22,97,50-59,,,
50-59,3757,97,19-Jul-22,97,50-59,,,
50-59,3758,97,20-Jul-22,97,50-59,,,
50-59,3759,97,21-Jul-22,97,50-59,,,
50-59,3760,97,22-Jul-22,97,50-59,,,
50-59,3761,97,23-Jul-22,97,50-59,,,
50-59,3762,97,24-Jul-22,97,50-59,,,
50-59,3763,97,25-Jul-22,97,50-59,,,
50-59,3764,97,26-Jul-22,97,50-59,,,
50-59,3765,97,27-Jul-22,97,50-59,,,
50-59,3766,97,28-Jul-22,97,50-59,,,
50-59,3767,97,29-Jul-22,97,50-59,,,
50-59,3768,97,30-Jul-22,97,50-59,,,
50-59,3769,97,31-Jul-22,97,50-59,,,
50-59,3770,97,1-Aug-22,97,50-59,,,
50-59,3771,97,2-Aug-22,97,50-59,,,
50-59,3772,97,3-Aug-22,97,50-59,,,
50-59,3773,97,4-Aug-22,97,50-59,,,
50-59,3774,97,5-Aug-22,97,50-59,,,
50-59,3775,97,6-Aug-22,97,50-59,,,
50-59,3776,97,7-Aug-22,97,50-59,,,
50-59,3777,97,8-Aug-22,97,50-59,,,
50-59,3778,97,9-Aug-22,97,50-59,,,
50-59,3779,97,10-Aug-22,97,50-59,,,
50-59,3780,97,11-Aug-22,97,50-59,,,
50-59,3781,97,12-Aug-22,97,50-59,,,
50-59,3782,97,13-Aug-22,97,50-59,,,
50-59,3783,97,14-Aug-22,97,50-59,,,
50-59,3784,97,15-Aug-22,97,50-59,,,
50-59,3785,97,16-Aug-22,97,50-59,,,
50-59,3786,97,17-Aug-22,97,50-59,,,
50-59,3787,97,18-Aug-22,97,50-59,,,
50-59,3788,97,19-Aug-22,97,50-59,,,
50-59,3789,97,20-Aug-22,97,50-59,,,
50-59,3790,97,21-Aug-22,97,50-59,,,
50-59,3791,97,22-Aug-22,97,50-59,,,
50-59,3792,97,23-Aug-22,97,50-59,,,
50-59,3793,97,24-Aug-22,97,50-59,,,
50-59,3794,97,25-Aug-22,97,50-59,,,
50-59,3795,97,26-Aug-22,97,50-59,,,
50-59,3796,97,27-Aug-22,97,50-59,,,
50-59,3797,97,28-Aug-22,97,50-59,,,
50-59,3798,97,29-Aug-22,97,50-59,,,
50-59,3799,97,30-Aug-22,97,50-59,,,
50-59,3800,97,31-Aug-22,97,50-59,,,
50-59,3801,97,1-Sep-22,97,50-59,,,
50-59,3802,97,2-Sep-22,97,50-59,,,
50-59,3803,97,3-Sep-22,97,50-59,,,
50-59,3804,97,4-Sep-22,97,50-59,,,
50-59,3805,97,5-Sep-22,97,50-59,,,
50-59,3806,97,6-Sep-22,97,50-59,,,
50-59,3807,97,7-Sep-22,97,50-59,,,
50-59,3808,97,8-Sep-22,97,50-59,,,
50-59,3809,97,9-Sep-22,97,50-59,,,
50-59,3810,97,10-Sep-22,97,50-59,,,
50-59,3811,97,11-Sep-22,97,50-59,,,
50-59,3812,97,12-Sep-22,97,50-59,,,
50-59,3813,97,13-Sep-22,97,50-59,,,
50-59,3814,97,14-Sep-22,97,50-59,,,
50-59,3815,97,15-Sep-22,97,50-59,,,
50-59,3816,97,16-Sep-22,97,50-59,,,
50-59,3817,97,17-Sep-22,97,50-59,,,
50-59,3818,97,18-Sep-22,97,50-59,,,
50-59,3819,97,19-Sep-22,97,50-59,,,
50-59,3820,97,20-Sep-22,97,50-59,,,
50-59,3821,97,21-Sep-22,97,50-59,,,
50-59,3822,97,22-Sep-22,97,50-59,,,
50-59,3823,97,23-Sep-22,97,50-59,,,
50-59,3824,97,24-Sep-22,97,50-59,,,
50-59,3825,97,25-Sep-22,97,50-59,,,
50-59,3826,97,26-Sep-22,97,50-59,,,
50-59,3827,97,27-Sep-22,97,50-59,,,
50-59,3828,97,28-Sep-22,97,50-59,,,
20-29,1734,97,1-Apr-22,95,20-29,,,
20-29,1735,97,2-Apr-22,95,20-29,,,
20-29,1736,97,3-Apr-22,95,20-29,,,
20-29,1737,97,4-Apr-22,95,20-29,,,
20-29,1738,97,5-Apr-22,95,20-29,,,
20-29,1739,97,6-Apr-22,95,20-29,,,
20-29,1740,97,7-Apr-22,95,20-29,,,
20-29,1741,97,8-Apr-22,95,20-29,,,
20-29,1742,97,9-Apr-22,95,20-29,,,
20-29,1743,97,10-Apr-22,95,20-29,,,
20-29,1744,97,11-Apr-22,95,20-29,,,
20-29,1745,97,12-Apr-22,95,20-29,,,
20-29,1746,97,13-Apr-22,95,20-29,,,
20-29,1747,97,14-Apr-22,95,20-29,,,
20-29,1748,97,15-Apr-22,95,20-29,,,
20-29,1749,97,16-Apr-22,95,20-29,,,
20-29,1750,97,17-Apr-22,95,20-29,,,
20-29,1751,97,18-Apr-22,95,20-29,,,
20-29,1752,97,19-Apr-22,95,20-29,,,
20-29,1753,97,20-Apr-22,95,20-29,,,
20-29,1754,97,21-Apr-22,95,20-29,,,
20-29,1755,97,22-Apr-22,95,20-29,,,
20-29,1756,97,23-Apr-22,95,20-29,,,
20-29,1757,97,24-Apr-22,95,20-29,,,
20-29,1758,97,25-Apr-22,95,20-29,,,
20-29,1759,97,26-Apr-22,95,20-29,,,
20-29,1760,97,27-Apr-22,95,20-29,,,
20-29,1761,97,28-Apr-22,95,20-29,,,
20-29,1762,97,29-Apr-22,95,20-29,,,
20-29,1763,97,30-Apr-22,95,20-29,,,
20-29,1764,97,1-May-22,95,20-29,,,
20-29,1765,97,2-May-22,95,20-29,,,
20-29,1766,97,3-May-22,95,20-29,,,
20-29,1767,97,4-May-22,95,20-29,,,
20-29,1768,97,5-May-22,95,20-29,,,
20-29,1769,97,6-May-22,95,20-29,,,
20-29,1770,97,7-May-22,95,20-29,,,
20-29,1771,97,8-May-22,95,20-29,,,
20-29,1772,97,9-May-22,95,20-29,,,
40-49,2959,97,9-Feb-22,95,40-49,,,
40-49,2960,97,10-Feb-22,95,40-49,,,
40-49,2961,97,11-Feb-22,95,40-49,,,
40-49,2962,97,12-Feb-22,95,40-49,,,
40-49,2963,97,13-Feb-22,95,40-49,,,
40-49,2964,97,14-Feb-22,95,40-49,,,
40-49,2965,97,15-Feb-22,95,40-49,,,
40-49,2966,97,16-Feb-22,95,40-49,,,
40-49,2967,97,17-Feb-22,95,40-49,,,
40-49,2968,97,18-Feb-22,95,40-49,,,
