agecat,_id,first_dose_pcttakeup,vacc_date,full_regimen_pcttakeup,ageGroup,,,
70-79,4735,93,24-Sep-21,91,70-79,,,
70-79,4736,93,25-Sep-21,91,70-79,,,
70-79,4737,93,26-Sep-21,91,70-79,,,
70-79,4738,93,27-Sep-21,91,70-79,,,
70-79,4739,93,28-Sep-21,91,70-79,,,
70-79,4740,93,29-Sep-21,91,70-79,,,
70-79,4741,93,30-Sep-21,91,70-79,,,
70-79,4742,93,1-Oct-21,91,70-79,,,
70-79,4743,93,2-Oct-21,92,70-79,,,
70-79,4744,93,3-Oct-21,92,70-79,,,
70-79,4745,93,4-Oct-21,92,70-79,,,
70-79,4746,93,5-Oct-21,92,70-79,,,
70-79,4747,93,6-Oct-21,92,70-79,,,
70-79,4748,94,7-Oct-21,92,70-79,,,
70-79,4749,94,8-Oct-21,92,70-79,,,
70-79,4750,94,9-Oct-21,92,70-79,,,
70-79,4751,94,10-Oct-21,92,70-79,,,
70-79,4752,94,11-Oct-21,92,70-79,,,
70-79,4753,94,12-Oct-21,92,70-79,,,
70-79,4754,94,13-Oct-21,92,70-79,,,
70-79,4755,94,14-Oct-21,92,70-79,,,
70-79,4756,94,15-Oct-21,92,70-79,,,
70-79,4757,94,16-Oct-21,92,70-79,,,
70-79,4758,94,17-Oct-21,92,70-79,,,
70-79,4759,94,18-Oct-21,93,70-79,,,
70-79,4760,94,19-Oct-21,93,70-79,,,
70-79,4761,94,20-Oct-21,93,70-79,,,
70-79,4762,94,21-Oct-21,93,70-79,,,
70-79,4763,94,22-Oct-21,93,70-79,,,
70-79,4764,94,23-Oct-21,93,70-79,,,
70-79,4765,94,24-Oct-21,93,70-79,,,
70-79,4766,94,25-Oct-21,93,70-79,,,
70-79,4767,94,26-Oct-21,93,70-79,,,
70-79,4768,94,27-Oct-21,93,70-79,,,
70-79,4769,94,28-Oct-21,93,70-79,,,
70-79,4770,94,29-Oct-21,93,70-79,,,
70-79,4771,94,30-Oct-21,93,70-79,,,
70-79,4772,94,31-Oct-21,93,70-79,,,
70-79,4773,94,1-Nov-21,93,70-79,,,
70-79,4774,94,2-Nov-21,93,70-79,,,
70-79,4775,94,3-Nov-21,93,70-79,,,
70-79,4776,94,4-Nov-21,93,70-79,,,
70-79,4777,94,5-Nov-21,93,70-79,,,
70-79,4778,94,6-Nov-21,93,70-79,,,
Dec-19,792,3,1-Jun-21,2,Dec-19,,,
Dec-19,793,3,2-Jun-21,2,Dec-19,,,
Dec-19,794,5,3-Jun-21,2,Dec-19,,,
Dec-19,795,7,4-Jun-21,2,Dec-19,,,
Dec-19,796,9,5-Jun-21,2,Dec-19,,,
Dec-19,797,10,6-Jun-21,2,Dec-19,,,
1-Dec,798,12,7-Jun-21,2,1-Dec,,,
Dec-19,799,13,8-Jun-21,2,Dec-19,,,
Dec-19,800,16,9-Jun-21,2,Dec-19,,,
Dec-19,801,19,10-Jun-21,2,Dec-19,,,
Dec-19,802,21,11-Jun-21,2,Dec-19,,,
Dec-19,803,23,12-Jun-21,2,Dec-19,,,
Dec-19,804,26,13-Jun-21,2,Dec-19,,,
Dec-19,805,29,14-Jun-21,2,Dec-19,,,
Dec-19,806,32,15-Jun-21,2,Dec-19,,,
1-Dec,807,36,16-Jun-21,2,1-Dec,,,
Dec-19,808,41,17-Jun-21,2,Dec-19,,,
Dec-19,809,45,18-Jun-21,2,Dec-19,,,
Dec-19,810,48,19-Jun-21,2,Dec-19,,,
Dec-19,811,51,20-Jun-21,2,Dec-19,,,
Dec-19,812,54,21-Jun-21,2,Dec-19,,,
Dec-19,813,57,22-Jun-21,2,Dec-19,,,
Dec-19,814,59,23-Jun-21,2,Dec-19,,,
Dec-19,815,61,24-Jun-21,2,Dec-19,,,
1-Dec,816,63,25-Jun-21,2,1-Dec,,,
Dec-19,817,64,26-Jun-21,2,Dec-19,,,
Dec-19,818,65,27-Jun-21,2,Dec-19,,,
Dec-19,819,65,28-Jun-21,2,Dec-19,,,
Dec-19,820,66,29-Jun-21,2,Dec-19,,,
Dec-19,821,66,30-Jun-21,2,Dec-19,,,
Dec-19,822,67,1-Jul-21,2,Dec-19,,,
Dec-19,823,67,2-Jul-21,2,Dec-19,,,
Dec-19,824,68,3-Jul-21,3,Dec-19,,,
1-Dec,825,68,4-Jul-21,3,1-Dec,,,
Dec-19,826,69,5-Jul-21,3,Dec-19,,,
Dec-19,827,69,6-Jul-21,3,Dec-19,,,
Dec-19,828,70,7-Jul-21,3,Dec-19,,,
Dec-19,829,71,8-Jul-21,3,Dec-19,,,
Dec-19,830,72,9-Jul-21,4,Dec-19,,,
Dec-19,831,73,10-Jul-21,5,Dec-19,,,
Dec-19,832,73,11-Jul-21,6,Dec-19,,,
Dec-19,833,73,12-Jul-21,7,Dec-19,,,
1-Dec,834,74,13-Jul-21,8,1-Dec,,,
Dec-19,835,74,14-Jul-21,10,Dec-19,,,
Dec-19,836,74,15-Jul-21,12,Dec-19,,,
Dec-19,837,74,16-Jul-21,17,Dec-19,,,
Dec-19,838,74,17-Jul-21,23,Dec-19,,,
Dec-19,839,75,18-Jul-21,27,Dec-19,,,
Dec-19,840,75,19-Jul-21,29,Dec-19,,,
Dec-19,841,75,20-Jul-21,29,Dec-19,,,
Dec-19,842,75,21-Jul-21,31,Dec-19,,,
1-Dec,843,75,22-Jul-21,34,1-Dec,,,
Dec-19,844,75,23-Jul-21,39,Dec-19,,,
Dec-19,845,76,24-Jul-21,43,Dec-19,,,
Dec-19,846,76,25-Jul-21,45,Dec-19,,,
Dec-19,847,76,26-Jul-21,47,Dec-19,,,
Dec-19,848,76,27-Jul-21,48,Dec-19,,,
Dec-19,849,76,28-Jul-21,50,Dec-19,,,
Dec-19,850,76,29-Jul-21,52,Dec-19,,,
Dec-19,851,76,30-Jul-21,54,Dec-19,,,
1-Dec,852,77,31-Jul-21,57,1-Dec,,,
Dec-19,853,77,1-Aug-21,58,Dec-19,,,
Dec-19,854,77,2-Aug-21,60,Dec-19,,,
Dec-19,855,77,3-Aug-21,61,Dec-19,,,
Dec-19,856,77,4-Aug-21,63,Dec-19,,,
Dec-19,857,77,5-Aug-21,64,Dec-19,,,
Dec-19,858,77,6-Aug-21,67,Dec-19,,,
Dec-19,859,78,7-Aug-21,69,Dec-19,,,
Dec-19,860,78,8-Aug-21,71,Dec-19,,,
1-Dec,861,78,9-Aug-21,71,1-Dec,,,
Dec-19,862,78,10-Aug-21,72,Dec-19,,,
Dec-19,863,78,11-Aug-21,72,Dec-19,,,
Dec-19,864,78,12-Aug-21,72,Dec-19,,,
Dec-19,865,79,13-Aug-21,73,Dec-19,,,
Dec-19,866,79,14-Aug-21,74,Dec-19,,,
Dec-19,867,79,15-Aug-21,74,Dec-19,,,
Dec-19,868,79,16-Aug-21,74,Dec-19,,,
Dec-19,869,80,17-Aug-21,74,Dec-19,,,
1-Dec,870,80,18-Aug-21,74,1-Dec,,,
Dec-19,871,80,19-Aug-21,74,Dec-19,,,
Dec-19,872,80,20-Aug-21,75,Dec-19,,,
Dec-19,873,80,21-Aug-21,75,Dec-19,,,
Dec-19,874,80,22-Aug-21,75,Dec-19,,,
Dec-19,875,80,23-Aug-21,75,Dec-19,,,
Dec-19,876,80,24-Aug-21,75,Dec-19,,,
Dec-19,877,81,25-Aug-21,76,Dec-19,,,
Dec-19,878,81,26-Aug-21,76,Dec-19,,,
1-Dec,879,81,27-Aug-21,76,1-Dec,,,
Dec-19,880,81,28-Aug-21,76,Dec-19,,,
Dec-19,881,81,29-Aug-21,76,Dec-19,,,
Dec-19,882,81,30-Aug-21,77,Dec-19,,,
Dec-19,883,81,31-Aug-21,77,Dec-19,,,
Dec-19,884,81,1-Sep-21,77,Dec-19,,,
Dec-19,885,81,2-Sep-21,77,Dec-19,,,
Dec-19,886,82,3-Sep-21,78,Dec-19,,,
Dec-19,887,82,4-Sep-21,78,Dec-19,,,
1-Dec,888,82,5-Sep-21,78,1-Dec,,,
Dec-19,889,82,6-Sep-21,79,Dec-19,,,
Dec-19,890,82,7-Sep-21,79,Dec-19,,,
Dec-19,891,82,8-Sep-21,79,Dec-19,,,
Dec-19,892,82,9-Sep-21,79,Dec-19,,,
Dec-19,893,82,10-Sep-21,79,Dec-19,,,
Dec-19,894,82,11-Sep-21,79,Dec-19,,,
Dec-19,895,82,12-Sep-21,80,Dec-19,,,
Dec-19,896,82,13-Sep-21,80,Dec-19,,,
1-Dec,897,82,14-Sep-21,80,1-Dec,,,
Dec-19,898,82,15-Sep-21,80,Dec-19,,,
Dec-19,899,83,16-Sep-21,80,Dec-19,,,
Dec-19,900,83,17-Sep-21,80,Dec-19,,,
Dec-19,901,83,18-Sep-21,80,Dec-19,,,
Dec-19,902,83,19-Sep-21,80,Dec-19,,,
Dec-19,903,83,20-Sep-21,80,Dec-19,,,
Dec-19,904,83,21-Sep-21,80,Dec-19,,,
Dec-19,905,83,22-Sep-21,80,Dec-19,,,
1-Dec,906,83,23-Sep-21,81,1-Dec,,,
Dec-19,907,83,24-Sep-21,81,Dec-19,,,
Dec-19,908,83,25-Sep-21,81,Dec-19,,,
Dec-19,909,83,26-Sep-21,81,Dec-19,,,
Dec-19,910,83,27-Sep-21,81,Dec-19,,,
Dec-19,911,83,28-Sep-21,81,Dec-19,,,
Dec-19,912,83,29-Sep-21,81,Dec-19,,,
Dec-19,913,83,30-Sep-21,81,Dec-19,,,
Dec-19,914,83,1-Oct-21,81,Dec-19,,,
1-Dec,915,83,2-Oct-21,81,1-Dec,,,
Dec-19,916,83,3-Oct-21,81,Dec-19,,,
Dec-19,917,83,4-Oct-21,81,Dec-19,,,
Dec-19,918,84,5-Oct-21,81,Dec-19,,,
Dec-19,919,84,6-Oct-21,82,Dec-19,,,
Dec-19,920,84,7-Oct-21,82,Dec-19,,,
Dec-19,921,84,8-Oct-21,82,Dec-19,,,
Dec-19,922,85,9-Oct-21,82,Dec-19,,,
Dec-19,923,85,10-Oct-21,82,Dec-19,,,
1-Dec,924,85,11-Oct-21,82,1-Dec,,,
Dec-19,925,85,12-Oct-21,82,Dec-19,,,
Dec-19,926,85,13-Oct-21,82,Dec-19,,,
Dec-19,927,85,14-Oct-21,82,Dec-19,,,
Dec-19,928,85,15-Oct-21,82,Dec-19,,,
Dec-19,929,86,16-Oct-21,82,Dec-19,,,
Dec-19,930,86,17-Oct-21,82,Dec-19,,,
Dec-19,931,86,18-Oct-21,83,Dec-19,,,
Dec-19,932,86,19-Oct-21,83,Dec-19,,,
1-Dec,933,86,20-Oct-21,83,1-Dec,,,
Dec-19,934,86,21-Oct-21,83,Dec-19,,,
Dec-19,935,86,22-Oct-21,83,Dec-19,,,
Dec-19,936,86,23-Oct-21,83,Dec-19,,,
Dec-19,937,86,24-Oct-21,83,Dec-19,,,
Dec-19,938,86,25-Oct-21,83,Dec-19,,,
Dec-19,939,86,26-Oct-21,83,Dec-19,,,
Dec-19,940,86,27-Oct-21,83,Dec-19,,,
Dec-19,941,86,28-Oct-21,83,Dec-19,,,
1-Dec,942,87,29-Oct-21,84,1-Dec,,,
Dec-19,943,87,30-Oct-21,84,Dec-19,,,
Dec-19,944,87,31-Oct-21,84,Dec-19,,,
Dec-19,945,87,1-Nov-21,84,Dec-19,,,
Dec-19,946,87,2-Nov-21,84,Dec-19,,,
Dec-19,947,87,3-Nov-21,84,Dec-19,,,
Dec-19,948,87,4-Nov-21,84,Dec-19,,,
Dec-19,949,87,5-Nov-21,85,Dec-19,,,
Dec-19,950,87,6-Nov-21,85,Dec-19,,,
1-Dec,951,87,7-Nov-21,85,1-Dec,,,
Dec-19,952,87,8-Nov-21,85,Dec-19,,,
Dec-19,953,87,9-Nov-21,85,Dec-19,,,
Dec-19,954,87,10-Nov-21,85,Dec-19,,,
Dec-19,955,87,11-Nov-21,85,Dec-19,,,
Dec-19,956,87,12-Nov-21,85,Dec-19,,,
Dec-19,957,88,13-Nov-21,86,Dec-19,,,
Dec-19,958,88,14-Nov-21,86,Dec-19,,,
Dec-19,959,88,15-Nov-21,86,Dec-19,,,
1-Dec,960,88,16-Nov-21,86,1-Dec,,,
Dec-19,961,88,17-Nov-21,86,Dec-19,,,
Dec-19,962,88,18-Nov-21,86,Dec-19,,,
Dec-19,963,88,19-Nov-21,86,Dec-19,,,
Dec-19,964,88,20-Nov-21,86,Dec-19,,,
Dec-19,965,88,21-Nov-21,86,Dec-19,,,
Dec-19,966,88,22-Nov-21,86,Dec-19,,,
Dec-19,967,88,23-Nov-21,86,Dec-19,,,
Dec-19,968,88,24-Nov-21,86,Dec-19,,,
1-Dec,969,88,25-Nov-21,86,1-Dec,,,
Dec-19,970,88,26-Nov-21,86,Dec-19,,,
Dec-19,971,88,27-Nov-21,86,Dec-19,,,
Dec-19,972,88,28-Nov-21,87,Dec-19,,,
Dec-19,973,89,29-Nov-21,87,Dec-19,,,
Dec-19,974,89,30-Nov-21,87,Dec-19,,,
Dec-19,975,89,1-Dec-21,87,Dec-19,,,
Dec-19,976,89,2-Dec-21,87,Dec-19,,,
Dec-19,977,89,3-Dec-21,87,Dec-19,,,
1-Dec,978,89,4-Dec-21,87,1-Dec,,,
Dec-19,979,89,5-Dec-21,87,Dec-19,,,
Dec-19,980,89,6-Dec-21,87,Dec-19,,,
Dec-19,981,89,7-Dec-21,87,Dec-19,,,
Dec-19,982,89,8-Dec-21,87,Dec-19,,,
Dec-19,983,89,9-Dec-21,87,Dec-19,,,
Dec-19,984,89,10-Dec-21,87,Dec-19,,,
Dec-19,985,89,11-Dec-21,87,Dec-19,,,
Dec-19,986,89,12-Dec-21,88,Dec-19,,,
1-Dec,987,89,13-Dec-21,88,1-Dec,,,
Dec-19,988,89,14-Dec-21,88,Dec-19,,,
Dec-19,989,89,15-Dec-21,88,Dec-19,,,
Dec-19,990,89,16-Dec-21,88,Dec-19,,,
Dec-19,991,89,17-Dec-21,88,Dec-19,,,
Dec-19,992,89,18-Dec-21,88,Dec-19,,,
Dec-19,993,89,19-Dec-21,88,Dec-19,,,
Dec-19,994,90,20-Dec-21,88,Dec-19,,,
Dec-19,995,90,21-Dec-21,88,Dec-19,,,
1-Dec,996,90,22-Dec-21,88,1-Dec,,,
Dec-19,997,90,23-Dec-21,88,Dec-19,,,
Dec-19,998,90,24-Dec-21,88,Dec-19,,,
Dec-19,999,90,25-Dec-21,88,Dec-19,,,
Dec-19,1000,90,26-Dec-21,88,Dec-19,,,
Dec-19,1001,90,27-Dec-21,88,Dec-19,,,
Dec-19,1002,90,28-Dec-21,88,Dec-19,,,
Dec-19,1003,91,29-Dec-21,89,Dec-19,,,
Dec-19,1004,91,30-Dec-21,89,Dec-19,,,
1-Dec,1005,91,31-Dec-21,89,1-Dec,,,
Dec-19,1006,91,1-Jan-22,89,Dec-19,,,
Dec-19,1007,91,2-Jan-22,89,Dec-19,,,
Dec-19,1008,92,3-Jan-22,89,Dec-19,,,
Dec-19,1009,92,4-Jan-22,89,Dec-19,,,
Dec-19,1010,92,5-Jan-22,89,Dec-19,,,
Dec-19,1011,92,6-Jan-22,89,Dec-19,,,
Dec-19,1012,93,7-Jan-22,89,Dec-19,,,
Dec-19,1013,93,8-Jan-22,89,Dec-19,,,
1-Dec,1014,93,9-Jan-22,89,1-Dec,,,
Dec-19,1015,93,10-Jan-22,89,Dec-19,,,
Dec-19,1016,93,11-Jan-22,89,Dec-19,,,
Dec-19,1017,94,12-Jan-22,89,Dec-19,,,
Dec-19,1018,94,13-Jan-22,89,Dec-19,,,
Dec-19,1019,94,14-Jan-22,89,Dec-19,,,
Dec-19,1020,94,15-Jan-22,89,Dec-19,,,
Dec-19,1021,94,16-Jan-22,89,Dec-19,,,
Dec-19,1022,94,17-Jan-22,89,Dec-19,,,
1-Dec,1023,94,18-Jan-22,89,1-Dec,,,
Dec-19,1024,94,19-Jan-22,89,Dec-19,,,
Dec-19,1025,94,20-Jan-22,90,Dec-19,,,
Dec-19,718,1,19-Mar-21,1,Dec-19,,,
Dec-19,719,1,20-Mar-21,1,Dec-19,,,
Dec-19,720,1,21-Mar-21,1,Dec-19,,,
Dec-19,721,1,22-Mar-21,1,Dec-19,,,
Dec-19,722,1,23-Mar-21,1,Dec-19,,,
Dec-19,723,1,24-Mar-21,1,Dec-19,,,
1-Dec,724,1,25-Mar-21,1,1-Dec,,,
Dec-19,725,1,26-Mar-21,1,Dec-19,,,
Dec-19,726,1,27-Mar-21,1,Dec-19,,,
Dec-19,727,1,28-Mar-21,1,Dec-19,,,
Dec-19,728,1,29-Mar-21,1,Dec-19,,,
Dec-19,729,1,30-Mar-21,1,Dec-19,,,
Dec-19,730,1,31-Mar-21,1,Dec-19,,,
Dec-19,731,1,1-Apr-21,1,Dec-19,,,
Dec-19,732,1,2-Apr-21,1,Dec-19,,,
1-Dec,733,1,3-Apr-21,1,1-Dec,,,
Dec-19,734,1,4-Apr-21,1,Dec-19,,,
Dec-19,735,1,5-Apr-21,1,Dec-19,,,
Dec-19,736,1,6-Apr-21,1,Dec-19,,,
Dec-19,737,1,7-Apr-21,1,Dec-19,,,
Dec-19,738,1,8-Apr-21,1,Dec-19,,,
Dec-19,739,1,9-Apr-21,1,Dec-19,,,
Dec-19,740,1,10-Apr-21,1,Dec-19,,,
Dec-19,741,1,11-Apr-21,1,Dec-19,,,
1-Dec,742,1,12-Apr-21,1,1-Dec,,,
Dec-19,743,1,13-Apr-21,1,Dec-19,,,
Dec-19,744,1,14-Apr-21,1,Dec-19,,,
Dec-19,745,1,15-Apr-21,1,Dec-19,,,
Dec-19,746,1,16-Apr-21,1,Dec-19,,,
Dec-19,747,1,17-Apr-21,1,Dec-19,,,
Dec-19,748,1,18-Apr-21,1,Dec-19,,,
Dec-19,749,1,19-Apr-21,1,Dec-19,,,
Dec-19,750,1,20-Apr-21,1,Dec-19,,,
1-Dec,751,1,21-Apr-21,1,1-Dec,,,
Dec-19,752,1,22-Apr-21,1,Dec-19,,,
Dec-19,753,1,23-Apr-21,1,Dec-19,,,
Dec-19,754,1,24-Apr-21,1,Dec-19,,,
Dec-19,755,1,25-Apr-21,1,Dec-19,,,
Dec-19,756,1,26-Apr-21,1,Dec-19,,,
Dec-19,757,1,27-Apr-21,1,Dec-19,,,
Dec-19,758,1,28-Apr-21,1,Dec-19,,,
Dec-19,759,1,29-Apr-21,1,Dec-19,,,
1-Dec,760,1,30-Apr-21,1,1-Dec,,,
Dec-19,761,1,1-May-21,1,Dec-19,,,
Dec-19,762,1,2-May-21,1,Dec-19,,,
Dec-19,763,1,3-May-21,1,Dec-19,,,
Dec-19,764,2,4-May-21,1,Dec-19,,,
Dec-19,765,2,5-May-21,1,Dec-19,,,
Dec-19,766,2,6-May-21,1,Dec-19,,,
Dec-19,767,2,7-May-21,1,Dec-19,,,
Dec-19,768,2,8-May-21,1,Dec-19,,,
1-Dec,769,2,9-May-21,1,1-Dec,,,
Dec-19,770,2,10-May-21,1,Dec-19,,,
Dec-19,771,2,11-May-21,1,Dec-19,,,
Dec-19,772,2,12-May-21,1,Dec-19,,,
Dec-19,773,2,13-May-21,1,Dec-19,,,
Dec-19,774,2,14-May-21,1,Dec-19,,,
Dec-19,775,2,15-May-21,1,Dec-19,,,
Dec-19,776,2,16-May-21,1,Dec-19,,,
Dec-19,777,2,17-May-21,1,Dec-19,,,
1-Dec,778,2,18-May-21,1,1-Dec,,,
Dec-19,779,2,19-May-21,1,Dec-19,,,
Dec-19,780,2,20-May-21,1,Dec-19,,,
Dec-19,781,2,21-May-21,1,Dec-19,,,
Dec-19,782,2,22-May-21,1,Dec-19,,,
Dec-19,783,2,23-May-21,1,Dec-19,,,
Dec-19,784,2,24-May-21,1,Dec-19,,,
Dec-19,785,2,25-May-21,1,Dec-19,,,
Dec-19,786,2,26-May-21,1,Dec-19,,,
1-Dec,787,2,27-May-21,1,1-Dec,,,
Dec-19,788,3,28-May-21,1,Dec-19,,,
Dec-19,789,3,29-May-21,1,Dec-19,,,
Dec-19,790,3,30-May-21,1,Dec-19,,,
Dec-19,791,3,31-May-21,1,Dec-19,,,
80+,5161,4,24-Feb-21,1,80+,,,
80+,5162,5,25-Feb-21,1,80+,,,
80+,5163,6,26-Feb-21,1,80+,,,
80+,5164,6,27-Feb-21,1,80+,,,
80+,5165,6,28-Feb-21,1,80+,,,
80+,5166,7,1-Mar-21,1,80+,,,
80+,5167,8,2-Mar-21,1,80+,,,
80+,5168,9,3-Mar-21,1,80+,,,
80+,5169,10,4-Mar-21,1,80+,,,
80+,5170,11,5-Mar-21,1,80+,,,
80+,5171,12,6-Mar-21,1,80+,,,
80+,5172,13,7-Mar-21,1,80+,,,
80+,5173,14,8-Mar-21,1,80+,,,
80+,5174,16,9-Mar-21,2,80+,,,
80+,5175,18,10-Mar-21,2,80+,,,
80+,5176,20,11-Mar-21,2,80+,,,
80+,5177,22,12-Mar-21,2,80+,,,
80+,5178,23,13-Mar-21,2,80+,,,
80+,5179,25,14-Mar-21,2,80+,,,
80+,5180,26,15-Mar-21,3,80+,,,
80+,5181,28,16-Mar-21,3,80+,,,
80+,5182,30,17-Mar-21,4,80+,,,
80+,5183,32,18-Mar-21,5,80+,,,
80+,5184,34,19-Mar-21,5,80+,,,
80+,5185,35,20-Mar-21,6,80+,,,
80+,5186,37,21-Mar-21,6,80+,,,
80+,5187,38,22-Mar-21,7,80+,,,
80+,5188,39,23-Mar-21,7,80+,,,
80+,5189,41,24-Mar-21,8,80+,,,
80+,5190,42,25-Mar-21,9,80+,,,
80+,5191,42,26-Mar-21,11,80+,,,
80+,5192,43,27-Mar-21,12,80+,,,
80+,5193,44,28-Mar-21,12,80+,,,
80+,5194,45,29-Mar-21,13,80+,,,
80+,5195,46,30-Mar-21,15,80+,,,
80+,5196,47,31-Mar-21,17,80+,,,
80+,5197,48,1-Apr-21,19,80+,,,
80+,5198,48,2-Apr-21,20,80+,,,
80+,5199,49,3-Apr-21,22,80+,,,
80+,5200,49,4-Apr-21,23,80+,,,
80+,5201,50,5-Apr-21,24,80+,,,
80+,5202,51,6-Apr-21,26,80+,,,
80+,5203,51,7-Apr-21,28,80+,,,
80+,5204,52,8-Apr-21,29,80+,,,
80+,5205,52,9-Apr-21,31,80+,,,
80+,5206,52,10-Apr-21,33,80+,,,
80+,5207,53,11-Apr-21,34,80+,,,
80+,5208,53,12-Apr-21,36,80+,,,
80+,5209,54,13-Apr-21,37,80+,,,
80+,5210,54,14-Apr-21,38,80+,,,
80+,5211,55,15-Apr-21,39,80+,,,
80+,5212,55,16-Apr-21,40,80+,,,
80+,5213,56,17-Apr-21,41,80+,,,
80+,5214,56,18-Apr-21,42,80+,,,
80+,5215,56,19-Apr-21,43,80+,,,
80+,5216,57,20-Apr-21,44,80+,,,
80+,5217,57,21-Apr-21,45,80+,,,
80+,5218,58,22-Apr-21,45,80+,,,
80+,5219,58,23-Apr-21,46,80+,,,
80+,5220,59,24-Apr-21,47,80+,,,
80+,5221,59,25-Apr-21,48,80+,,,
80+,5222,59,26-Apr-21,48,80+,,,
80+,5223,59,27-Apr-21,49,80+,,,
80+,5224,59,28-Apr-21,50,80+,,,
80+,5225,60,29-Apr-21,50,80+,,,
80+,5226,60,30-Apr-21,51,80+,,,
80+,5227,60,1-May-21,51,80+,,,
80+,5228,60,2-May-21,51,80+,,,
80+,5229,60,3-May-21,52,80+,,,
80+,5230,60,4-May-21,52,80+,,,
80+,5231,61,5-May-21,53,80+,,,
80+,5232,61,6-May-21,53,80+,,,
80+,5233,61,7-May-21,54,80+,,,
80+,5234,61,8-May-21,54,80+,,,
80+,5235,61,9-May-21,54,80+,,,
80+,5236,61,10-May-21,55,80+,,,
80+,5237,61,11-May-21,55,80+,,,
80+,5238,62,12-May-21,56,80+,,,
80+,5239,62,13-May-21,56,80+,,,
80+,5240,62,14-May-21,57,80+,,,
80+,5241,62,15-May-21,57,80+,,,
80+,5242,62,16-May-21,57,80+,,,
80+,5243,62,17-May-21,58,80+,,,
80+,5244,62,18-May-21,58,80+,,,
80+,5245,63,19-May-21,58,80+,,,
80+,5246,63,20-May-21,58,80+,,,
80+,5247,63,21-May-21,59,80+,,,
80+,5248,63,22-May-21,59,80+,,,
80+,5249,63,23-May-21,59,80+,,,
80+,5250,63,24-May-21,59,80+,,,
80+,5251,63,25-May-21,59,80+,,,
80+,5252,64,26-May-21,59,80+,,,
80+,5253,64,27-May-21,60,80+,,,
80+,5254,64,28-May-21,60,80+,,,
80+,5255,64,29-May-21,60,80+,,,
80+,5256,64,30-May-21,60,80+,,,
80+,5257,65,31-May-21,60,80+,,,
80+,5258,65,1-Jun-21,60,80+,,,
80+,5259,65,2-Jun-21,61,80+,,,
80+,5260,66,3-Jun-21,61,80+,,,
80+,5261,66,4-Jun-21,61,80+,,,
80+,5262,66,5-Jun-21,61,80+,,,
80+,5263,67,6-Jun-21,61,80+,,,
80+,5264,67,7-Jun-21,61,80+,,,
80+,5265,67,8-Jun-21,61,80+,,,
80+,5266,68,9-Jun-21,62,80+,,,
80+,5267,68,10-Jun-21,62,80+,,,
80+,5268,68,11-Jun-21,62,80+,,,
80+,5269,68,12-Jun-21,62,80+,,,
80+,5270,68,13-Jun-21,62,80+,,,
80+,5271,68,14-Jun-21,62,80+,,,
80+,5272,69,15-Jun-21,62,80+,,,
80+,5273,69,16-Jun-21,62,80+,,,
80+,5274,69,17-Jun-21,63,80+,,,
80+,5275,69,18-Jun-21,63,80+,,,
80+,5276,69,19-Jun-21,63,80+,,,
80+,5277,70,20-Jun-21,63,80+,,,
80+,5278,70,21-Jun-21,63,80+,,,
80+,5279,70,22-Jun-21,63,80+,,,
80+,5280,70,23-Jun-21,63,80+,,,
80+,5281,70,24-Jun-21,63,80+,,,
80+,5282,70,25-Jun-21,63,80+,,,
80+,5283,71,26-Jun-21,63,80+,,,
80+,5284,71,27-Jun-21,63,80+,,,
80+,5285,71,28-Jun-21,64,80+,,,
80+,5286,71,29-Jun-21,64,80+,,,
80+,5287,71,30-Jun-21,64,80+,,,
80+,5288,72,1-Jul-21,64,80+,,,
80+,5289,72,2-Jul-21,64,80+,,,
80+,5290,72,3-Jul-21,64,80+,,,
80+,5291,72,4-Jul-21,64,80+,,,
80+,5292,72,5-Jul-21,64,80+,,,
80+,5293,72,6-Jul-21,64,80+,,,
80+,5294,73,7-Jul-21,64,80+,,,
80+,5295,73,8-Jul-21,64,80+,,,
80+,5296,73,9-Jul-21,65,80+,,,
80+,5297,73,10-Jul-21,65,80+,,,
80+,5298,73,11-Jul-21,65,80+,,,
80+,5299,73,12-Jul-21,65,80+,,,
80+,5300,73,13-Jul-21,66,80+,,,
80+,5301,74,14-Jul-21,66,80+,,,
80+,5302,74,15-Jul-21,66,80+,,,
80+,5303,74,16-Jul-21,67,80+,,,
80+,5304,74,17-Jul-21,67,80+,,,
80+,5305,74,18-Jul-21,67,80+,,,
80+,5306,75,19-Jul-21,68,80+,,,
80+,5307,75,20-Jul-21,68,80+,,,
80+,5308,75,21-Jul-21,68,80+,,,
80+,5309,76,22-Jul-21,68,80+,,,
80+,5310,76,23-Jul-21,69,80+,,,
80+,5311,77,24-Jul-21,69,80+,,,
80+,5312,77,25-Jul-21,69,80+,,,
80+,5313,77,26-Jul-21,69,80+,,,
80+,5314,78,27-Jul-21,70,80+,,,
80+,5315,78,28-Jul-21,70,80+,,,
80+,5316,78,29-Jul-21,70,80+,,,
80+,5317,79,30-Jul-21,70,80+,,,
80+,5318,79,31-Jul-21,71,80+,,,
80+,5319,79,1-Aug-21,71,80+,,,
80+,5320,80,2-Aug-21,71,80+,,,
80+,5321,80,3-Aug-21,72,80+,,,
80+,5322,80,4-Aug-21,72,80+,,,
80+,5323,81,5-Aug-21,72,80+,,,
80+,5324,81,6-Aug-21,72,80+,,,
80+,5325,81,7-Aug-21,73,80+,,,
